state,county,geoid,address_count,total_rows,ll_uuid,a_id,a_address,a_saddno,a_saddpref,a_saddstr,a_saddsttyp,a_saddstsuf,a_sunit,a_szip5,a_szip,a_carte,a_crtype,a_scity,a_state2,a_county,a_delvseqno,a_usps_elotseq,a_usps_elotsort,a_resbus,a_pmbdesc,a_pmbno,a_dpv_confirm,a_dpv_footnotes,a_default_match,a_lacsflag,a_usps_vacancy,a_nostats,a_error_code,a_extrainfo,a_dpv_type,a_geocodetype,a_moddate,a_census_blockgroup,a_lat,a_lon,a_geoid
VA,Orange,51137,"21,492","22,437",83%,100%,100%,100%,4%,100%,84%,0%,4%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Page,51139,"14,674","15,226",90%,100%,100%,100%,9%,100%,89%,2%,4%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Patrick,51141,"13,328","13,390",76%,100%,100%,100%,2%,100%,78%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Pittsylvania,51143,"36,656","43,467",87%,100%,100%,100%,4%,100%,89%,1%,6%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Powhatan,51145,"14,506","14,757",90%,100%,100%,100%,1%,100%,92%,1%,2%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Prince Edward,51147,"14,449","14,598",70%,100%,100%,100%,6%,100%,79%,0%,10%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
VA,Prince George,51149,"17,540","17,574",84%,100%,100%,100%,2%,100%,88%,0%,10%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Prince William,51153,"185,115","185,297",92%,100%,100%,100%,0%,100%,94%,0%,17%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
VA,Pulaski,51155,"23,669","26,109",76%,100%,100%,100%,2%,100%,78%,5%,9%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Rappahannock,51157,"5,651","5,832",65%,100%,100%,100%,1%,100%,67%,0%,0%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Richmond,51159,"5,883","6,083",66%,100%,100%,100%,1%,100%,68%,0%,3%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Roanoke,51161,"52,301","52,308",77%,100%,100%,100%,4%,100%,91%,1%,17%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,95%,100%,100%,100%
VA,Rockbridge,51163,"14,947","17,329",80%,100%,100%,100%,6%,100%,84%,0%,5%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Rockingham,51165,"44,096","46,540",84%,100%,100%,100%,8%,100%,86%,0%,6%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
VA,Russell,51167,"18,849","24,524",69%,100%,100%,100%,5%,100%,68%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Scott,51169,"15,766","15,909",75%,100%,100%,100%,3%,100%,77%,2%,7%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Shenandoah,51171,"26,696","26,773",76%,100%,100%,100%,13%,100%,80%,0%,7%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Smyth,51173,"22,526","30,078",77%,100%,100%,100%,7%,100%,77%,0%,3%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Southampton,51175,"10,965","11,400",73%,100%,100%,100%,2%,100%,78%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Spotsylvania,51177,"62,854","63,025",94%,100%,100%,100%,3%,100%,95%,0%,9%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Stafford,51179,"67,716","69,072",87%,100%,100%,100%,1%,100%,90%,0%,10%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
VA,Surry,51181,"5,167","5,283",73%,100%,100%,100%,0%,100%,75%,14%,11%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Sussex,51183,"7,707","7,785",60%,100%,100%,100%,7%,100%,68%,0%,1%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,99%,100%,100%,100%
VA,Tazewell,51185,"32,296","32,377",59%,100%,100%,100%,1%,100%,64%,0%,5%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Warren,51187,"21,341","23,322",84%,100%,100%,100%,14%,100%,88%,0%,6%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Washington,51191,"32,796","32,884",80%,100%,100%,100%,3%,100%,84%,7%,8%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,95%,100%,100%,100%
VA,Westmoreland,51193,"15,227","15,733",74%,100%,100%,100%,2%,100%,77%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Wise,51195,"26,524","32,191",64%,100%,100%,100%,7%,100%,67%,21%,3%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Wythe,51197,"19,449","23,978",80%,100%,100%,100%,23%,100%,83%,0%,6%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,York,51199,"37,966","38,003",84%,100%,100%,100%,1%,100%,85%,0%,21%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Alexandria,51510,"93,859","97,689",70%,100%,100%,100%,30%,100%,94%,0%,57%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,98%,100%,100%,100%
VA,Bristol,51520,"13,363","16,066",83%,100%,100%,100%,1%,100%,84%,0%,14%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,98%,100%,100%,100%,100%,100%,100%,0%,98%,100%,100%,93%,100%,100%,100%
VA,Buena Vista,51530,"3,691","3,706",84%,100%,100%,100%,20%,100%,87%,0%,10%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Charlottesville,51540,"32,107","32,123",80%,100%,100%,100%,7%,100%,83%,10%,38%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Chesapeake,51550,"117,539","117,776",91%,100%,100%,100%,2%,100%,91%,5%,20%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
VA,Colonial Heights,51570,"10,052","10,331",89%,100%,100%,100%,3%,100%,86%,0%,13%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Covington,51580,"4,390","4,697",80%,100%,100%,100%,78%,100%,84%,0%,5%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Danville,51590,"29,798","29,884",88%,100%,100%,100%,7%,100%,91%,0%,24%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Emporia,51595,"3,890","5,117",84%,100%,100%,100%,18%,100%,86%,0%,13%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Fairfax City,51600,"12,953","12,987",92%,100%,100%,100%,0%,100%,95%,0%,32%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Falls Church,51610,"8,560","8,570",85%,100%,100%,100%,44%,100%,86%,0%,43%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,86%,100%,100%,100%
VA,Franklin City,51620,"5,512","6,287",83%,100%,100%,100%,14%,100%,86%,0%,16%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Fredericksburg,51630,"16,562","16,595",87%,100%,100%,100%,0%,100%,90%,0%,38%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,91%,100%,100%,100%
VA,Galax,51640,"5,021","5,053",73%,100%,100%,100%,17%,100%,75%,0%,15%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Hampton,51650,"78,160","78,829",85%,100%,100%,100%,9%,100%,93%,0%,23%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Harrisonburg,51660,"24,577","24,751",86%,100%,100%,100%,16%,100%,87%,0%,34%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,95%,100%,100%,100%
VA,Hopewell,51670,"12,843","13,038",89%,100%,100%,100%,20%,100%,90%,0%,15%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Lexington,51678,"7,351","7,760",45%,100%,100%,100%,13%,100%,46%,0%,9%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Lynchburg,51680,"42,824","42,875",89%,100%,100%,100%,1%,100%,90%,0%,31%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,96%,100%,100%,100%
VA,Manassas,51683,"20,232","20,233",84%,100%,100%,100%,1%,100%,85%,0%,24%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Manassas Park,51685,"6,574","6,652",90%,100%,100%,100%,1%,100%,91%,0%,25%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,90%,100%,100%,100%
VA,Martinsville,51690,"10,029","11,644",81%,100%,100%,100%,7%,100%,83%,4%,15%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,83%,100%,100%,100%
VA,Newport News,51700,"101,399","101,429",89%,100%,100%,100%,1%,100%,92%,1%,34%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,98%,100%,100%,100%
VA,Norfolk,51710,"117,464","117,590",90%,100%,100%,100%,16%,100%,92%,0%,36%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,100%,98%,100%,100%,100%
VA,Norton,51720,"3,020","3,694",76%,100%,100%,100%,0%,100%,78%,72%,9%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Petersburg,51730,"23,383","23,425",75%,100%,100%,100%,20%,100%,88%,1%,30%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,94%,100%,100%,100%
VA,Poquoson,51735,"6,323","6,472",94%,100%,100%,100%,3%,100%,95%,0%,18%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Portsmouth,51740,"50,211","50,331",88%,100%,100%,100%,1%,100%,92%,2%,20%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,98%,100%,100%,100%
VA,Radford,51750,"13,750","17,487",64%,100%,100%,100%,7%,100%,65%,0%,20%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Richmond City,51760,"147,659","148,430",86%,100%,100%,100%,28%,100%,92%,0%,41%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
VA,Roanoke City,51770,"61,156","61,218",89%,100%,100%,100%,1%,100%,91%,88%,27%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,95%,100%,100%,100%
VA,Salem,51775,"15,375","15,385",84%,100%,100%,100%,13%,100%,85%,0%,15%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Staunton,51790,"17,245","17,265",88%,100%,100%,100%,20%,100%,89%,0%,29%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Suffolk,51800,"48,987","50,292",87%,100%,100%,100%,7%,100%,92%,1%,15%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,94%,100%,100%,100%
VA,Virginia Beach,51810,"218,752","222,424",92%,100%,100%,100%,4%,100%,93%,0%,22%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,98%,100%,100%,100%
VA,Waynesboro,51820,"13,905","17,520",90%,100%,100%,100%,21%,100%,91%,0%,18%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
VA,Williamsburg,51830,"12,208","12,230",53%,100%,100%,100%,29%,100%,77%,0%,45%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,77%,100%,100%,100%
VA,Winchester,51840,"17,792","17,883",81%,100%,100%,100%,23%,100%,82%,0%,23%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Adams,53001,"9,028","9,172",75%,100%,100%,100%,76%,100%,78%,1%,12%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Asotin,53003,"11,952","12,072",84%,100%,100%,100%,0%,100%,86%,0%,15%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Benton,53005,"96,714","97,204",92%,100%,100%,100%,52%,100%,93%,3%,22%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Chelan,53007,"49,885","49,974",76%,100%,100%,100%,14%,100%,76%,0%,16%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,93%,100%,100%,100%
WA,Clallam,53009,"51,626","52,350",71%,100%,100%,100%,30%,100%,77%,0%,10%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Clark,53011,"239,751","241,402",90%,100%,100%,100%,84%,100%,91%,0%,22%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
WA,Columbia,53013,"2,691","2,847",83%,100%,100%,100%,59%,100%,80%,0%,9%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Cowlitz,53015,"62,955","63,848",82%,100%,100%,100%,7%,100%,85%,3%,15%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Douglas,53017,"22,007","22,141",84%,100%,100%,100%,26%,100%,83%,21%,13%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Ferry,53019,"7,371","7,466",45%,100%,100%,100%,10%,100%,44%,1%,5%,100%,100%,100%,100%,100%,100%,100%,100%,96%,96%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Franklin,53021,"38,438","38,452",84%,100%,100%,100%,32%,100%,78%,1%,15%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,93%,100%,100%,100%
WA,Garfield,53023,"1,796","1,842",51%,100%,100%,100%,3%,100%,51%,5%,1%,100%,100%,100%,100%,100%,100%,100%,100%,86%,86%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Grant,53025,"52,337","53,042",74%,100%,100%,100%,22%,100%,62%,47%,14%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Grays Harbor,53027,"53,057","53,788",62%,100%,100%,100%,22%,100%,66%,12%,10%,100%,100%,100%,100%,100%,100%,100%,100%,97%,97%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Island,53029,"50,952","51,483",83%,100%,100%,100%,25%,100%,84%,0%,13%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Jefferson,53031,"26,676","27,096",73%,100%,100%,100%,8%,100%,74%,1%,8%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,King,53033,"1,125,757","1,126,283",92%,100%,100%,100%,34%,100%,92%,51%,39%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
WA,Kitsap,53035,"154,924","154,960",79%,100%,100%,100%,28%,100%,84%,42%,18%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Kittitas,53037,"31,741","32,607",77%,100%,100%,100%,41%,100%,80%,0%,18%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Klickitat,53039,"17,610","17,611",46%,100%,100%,100%,18%,100%,55%,0%,3%,100%,100%,100%,100%,100%,100%,100%,100%,90%,90%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,99%,100%,99%,100%,100%,100%
WA,Lewis,53041,"48,880","50,219",69%,100%,100%,100%,18%,100%,74%,2%,11%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Lincoln,53043,"9,288","14,169",71%,100%,100%,100%,15%,100%,68%,49%,1%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Mason,53045,"45,704","47,741",77%,100%,100%,100%,74%,100%,75%,7%,4%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Okanogan,53047,"31,007","31,423",49%,100%,100%,100%,5%,100%,47%,3%,5%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Pacific,53049,"22,082","27,994",67%,100%,100%,100%,1%,100%,69%,10%,3%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Pend Oreille,53051,"11,504","11,759",61%,100%,100%,100%,9%,100%,60%,5%,2%,100%,100%,100%,100%,100%,100%,100%,100%,95%,95%,100%,0%,0%,99%,100%,100%,100%,100%,100%,100%,0%,99%,100%,100%,100%,100%,100%,100%
WA,Pierce,53053,"441,946","454,984",88%,100%,100%,100%,20%,100%,89%,61%,25%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,97%,100%,100%,100%
WA,San Juan,53055,"19,915","20,166",65%,100%,100%,100%,1%,100%,69%,0%,5%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Skagit,53057,"70,012","72,889",84%,100%,100%,100%,19%,100%,85%,0%,15%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Skamania,53059,"8,362","8,388",60%,100%,100%,100%,11%,100%,64%,0%,2%,100%,100%,100%,100%,100%,100%,100%,100%,93%,93%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Snohomish,53061,"376,463","380,696",90%,100%,100%,100%,4%,100%,91%,62%,29%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,98%,100%,100%,100%
WA,Spokane,53063,"273,426","274,567",88%,100%,100%,100%,88%,100%,90%,0%,23%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,98%,100%,100%,100%
WA,Stevens,53065,"30,766","31,082",73%,100%,100%,100%,23%,100%,71%,5%,6%,100%,100%,100%,100%,100%,100%,100%,100%,98%,98%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Thurston,53067,"157,402","163,419",83%,100%,100%,100%,1%,100%,84%,84%,19%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,90%,100%,100%,100%
WA,Wahkiakum,53069,"4,002","4,060",65%,100%,100%,100%,23%,100%,65%,4%,4%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
WA,Walla Walla,53071,"32,019","32,719",84%,100%,100%,100%,32%,100%,85%,0%,14%,100%,100%,100%,100%,100%,100%,100%,100%,99%,99%,100%,0%,0%,100%,100%,100%,100%,100%,100%,100%,0%,100%,100%,100%,100%,100%,100%,100%
